"","b1","b2","b3","b4","b5","b6.1","b6.2","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24.1","b24.2","b25","b26","b27","b28","b29","b30","b31","b32"
"765",2,1,1,1,0,1,2,4,1,3,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"766",2,1,1,0,1,0,0,4,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0
"767",1,1,0,1,0,0,1,3,1,3,0,1,1,1,1,1,0,2,1,1,0,1,1,1,0,0,1,1,1,2,1,1,0,0
"768",1,1,1,1,1,0,1,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,0,1,1,1,1,1,1,4,2,1,1,0
"769",1,1,0,1,1,0,2,1,1,0,1,1,1,0,0,1,2,2,0,1,2,0,1,0,1,1,1,0,1,3,3,1,1,1
"770",2,1,1,1,0,0,2,4,1,0,1,1,1,1,1,0,0,2,0,1,2,1,0,0,1,1,1,1,1,4,2,1,1,0
"771",1,1,1,1,1,0,2,2,1,3,1,0,1,0,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,0
"772",2,1,1,1,1,0,2,3,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1
"773",2,0,0,1,0,0,2,0,1,3,0,1,1,0,1,0,2,2,0,1,1,1,1,0,0,0,1,1,1,2,0,1,1,0
"774",1,1,0,0,1,1,2,3,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,1,1,1,4,2,1,1,1
"775",2,1,1,1,1,0,2,3,1,3,1,1,1,1,0,1,1,2,1,0,2,1,1,1,0,0,1,1,1,3,1,1,1,0
"776",2,1,1,1,0,0,1,2,1,3,0,1,1,0,0,0,2,2,0,1,2,1,0,1,0,0,0,1,1,1,3,1,1,0
"777",0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,2,1,0,0
"778",2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,0,1,1,1,2,1,1,1,0
"779",1,1,1,0,1,0,1,4,1,0,0,1,1,1,1,1,1,2,1,1,2,0,1,1,0,0,1,1,1,1,3,1,1,0
"780",1,1,1,1,1,0,2,3,1,3,1,1,1,0,1,1,2,2,1,1,2,1,0,1,1,1,1,1,0,3,1,1,0,0
"781",2,1,1,1,0,0,1,2,1,3,1,1,1,1,1,1,1,2,0,1,2,0,0,1,0,0,1,1,1,4,3,1,1,0
"782",2,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,1,1,1,0,1,0,1,1,1,1,1,4,3,1,1,0
"783",2,0,1,0,0,0,0,0,1,3,0,1,1,0,0,1,2,2,0,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0
"784",2,1,0,1,0,0,1,3,1,3,0,1,1,0,1,1,2,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1
"785",1,1,1,1,1,0,0,2,0,3,1,0,1,1,0,0,2,1,0,0,2,1,0,1,0,0,1,0,1,1,0,1,1,1
"786",2,1,1,0,0,0,2,2,0,3,1,1,1,1,1,1,0,0,0,0,2,1,0,1,1,1,0,1,0,3,1,1,0,1
"787",1,1,1,1,0,1,1,3,1,3,1,1,1,0,0,1,2,2,0,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1
"788",2,1,0,0,1,0,2,3,1,3,0,1,1,1,1,1,2,2,0,0,2,1,1,1,1,1,1,0,1,3,2,1,1,0
"789",1,1,1,1,1,1,2,4,1,3,1,1,1,1,0,1,2,1,1,1,2,1,1,0,1,1,0,1,1,4,2,1,1,0
"790",2,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0
"791",0,1,0,1,1,0,2,2,1,0,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,3,1,0,1,0
"792",2,1,1,0,0,0,2,3,1,3,0,1,0,1,1,1,0,2,0,1,1,1,1,1,1,1,1,0,1,2,0,1,1,0
"793",2,1,0,1,1,1,1,4,1,3,1,1,1,0,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,3,3,1,1,0
"794",2,1,1,0,0,0,1,1,0,3,0,1,1,1,0,1,2,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
"795",2,0,0,1,0,0,0,1,0,3,0,0,1,1,1,1,0,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0
"796",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,1,0,1,2,1,0,0,0,0,0,1,1,1,1,0,1,1
"797",1,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,2,1,0,1,1
"798",0,0,0,1,0,0,0,2,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,1,3,1,1,1,1
"799",2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,4,2,1,1,1
"800",1,0,1,1,1,0,0,3,1,3,1,1,1,1,1,1,0,2,0,1,1,1,1,0,0,0,0,1,1,0,3,1,1,0
"801",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"802",1,0,0,1,0,0,2,4,1,3,0,1,1,0,0,0,1,2,1,0,2,0,0,0,1,1,1,1,1,0,0,1,1,0
"803",1,1,0,1,1,0,2,3,1,3,0,1,1,0,0,0,2,2,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0
"804",1,0,1,1,0,1,1,1,1,3,0,1,1,0,0,0,2,2,0,1,1,1,0,0,0,0,0,1,1,3,2,0,1,1
"805",2,1,0,1,1,0,1,4,1,3,1,1,1,1,1,1,0,2,1,0,1,1,0,0,1,1,1,1,1,2,2,1,0,0
"806",1,1,1,1,1,0,1,2,1,0,0,1,1,1,1,0,2,2,0,0,2,0,0,0,0,0,0,1,1,2,1,1,0,0
"807",2,1,1,1,1,1,2,1,1,3,0,1,1,0,1,1,2,2,1,1,2,1,0,1,0,0,1,0,1,3,3,1,1,0
"808",2,0,1,1,0,0,2,0,1,3,0,1,1,1,0,0,2,2,0,1,2,1,0,1,0,0,0,1,1,2,1,0,1,0
"809",1,1,0,0,0,0,2,3,1,0,1,0,1,0,1,1,2,2,1,0,1,1,1,1,0,0,0,1,0,3,2,0,1,1
"810",2,1,1,1,0,0,2,3,1,3,2,1,1,1,1,1,2,0,1,1,2,1,0,1,0,0,1,1,1,3,3,1,1,1
"811",0,1,0,1,0,0,1,1,1,3,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2,0,1,1,1
"812",0,0,0,0,0,0,1,0,1,3,1,1,1,0,0,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0
"813",1,1,0,1,1,0,1,3,0,3,0,1,1,0,0,1,1,2,0,1,1,1,1,0,1,1,1,1,1,0,2,1,1,1
"814",0,1,0,1,1,0,2,3,1,3,1,0,1,0,1,1,1,2,1,0,2,1,1,0,0,0,0,1,0,0,2,1,1,0
"815",1,1,0,0,0,0,2,2,0,3,0,0,1,0,0,0,1,2,1,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0
"816",1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,1,1,1,2,1,1,0,0
"817",2,1,1,0,0,0,1,4,1,3,0,1,1,1,1,1,2,2,0,0,2,1,0,1,1,1,1,1,1,0,1,1,1,0
"818",1,1,1,1,0,1,2,3,1,0,1,1,1,0,1,0,1,2,1,1,2,1,1,1,0,0,1,1,1,4,2,1,1,0
"819",0,1,1,1,0,0,1,2,1,3,0,1,0,1,0,1,1,0,0,0,2,1,0,1,0,0,1,1,1,0,0,1,1,0
"820",1,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1
"821",0,1,0,0,0,0,1,3,0,0,1,1,1,1,0,1,1,2,1,0,1,1,0,1,0,0,0,1,1,1,3,1,0,1
"822",0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0
"823",2,1,0,1,1,0,2,4,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,3,3,1,1,1
"824",2,0,1,1,0,0,1,1,1,3,0,1,1,0,0,1,1,2,0,0,2,1,1,1,1,1,1,1,1,3,1,1,1,0
"825",1,1,1,0,0,0,2,1,1,3,2,1,1,1,1,1,2,2,0,1,2,0,1,0,0,0,0,1,1,0,3,1,1,0
"826",1,1,0,1,1,0,0,4,0,3,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0
"827",2,1,1,0,0,0,2,3,0,3,1,1,1,1,0,1,1,2,1,0,2,1,1,1,0,0,1,1,1,2,3,1,1,0
"828",2,1,0,1,0,0,0,2,1,3,1,1,1,0,1,1,2,2,1,1,0,1,1,1,1,1,0,1,1,0,2,1,1,0
"829",1,0,1,1,0,0,1,3,1,3,0,1,1,1,0,1,2,2,1,0,0,1,0,0,1,1,1,0,1,0,2,0,1,0
"830",1,1,1,1,1,0,2,3,1,3,1,1,0,1,1,1,1,2,1,1,2,1,1,1,0,0,1,1,1,4,1,0,1,0
"831",2,1,0,1,0,0,2,3,0,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,1,1,0
"832",1,0,0,1,0,0,0,4,0,3,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,2,0,0,1,0
"833",2,1,1,1,1,0,1,4,0,3,1,1,1,1,1,0,0,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,1,0
"834",0,1,0,1,0,0,1,3,0,0,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835",1,0,1,0,1,1,2,2,1,3,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
"836",0,1,0,1,1,0,2,1,1,3,0,0,1,0,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0
"837",1,1,1,1,1,0,1,4,1,3,0,1,1,0,1,1,1,2,0,1,0,1,1,1,1,1,0,0,1,0,3,1,0,0
"838",1,1,1,1,1,0,2,3,1,3,2,1,1,0,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1
"839",1,1,1,0,0,0,2,2,0,3,0,1,1,0,1,1,0,2,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0
"840",2,1,0,1,1,1,2,3,1,3,0,1,1,1,0,1,2,2,0,1,2,1,0,1,0,0,0,1,1,4,1,1,1,0
"841",1,0,1,1,1,0,1,2,1,3,0,0,1,1,0,0,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,1,1,0
"842",1,1,1,1,0,0,1,4,1,3,0,1,1,1,0,1,2,2,1,0,2,1,1,0,0,0,1,1,0,3,3,0,0,1
"843",2,1,1,1,0,0,2,2,1,3,0,1,1,0,1,1,2,2,0,0,2,1,1,1,1,1,1,1,1,2,2,1,0,0
"844",1,0,0,1,0,0,2,2,1,3,1,1,1,1,0,1,2,1,0,1,1,1,1,1,0,0,1,0,1,3,1,0,1,0
"845",1,1,0,1,0,1,1,4,1,3,1,1,1,1,1,0,1,2,0,1,2,0,0,0,0,0,0,1,1,2,1,1,0,0
"846",1,0,1,1,0,0,1,1,1,3,0,1,1,1,1,1,2,2,1,0,0,1,1,0,0,0,1,1,1,2,2,1,1,0
"847",2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0
"848",2,1,1,1,0,0,1,3,1,3,1,1,1,0,1,1,2,2,1,0,1,1,0,0,1,1,1,1,1,2,2,1,1,0
"849",1,1,1,1,1,0,2,2,1,3,0,0,1,0,1,1,2,2,0,1,2,1,1,0,0,0,1,0,1,2,2,1,0,0
"850",2,1,1,1,0,0,0,3,0,0,0,1,1,1,0,1,2,2,1,1,1,1,1,1,0,0,1,0,1,0,3,1,1,0
"851",0,1,0,0,0,0,1,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,1,1,0
"852",2,0,1,1,0,0,0,4,1,0,2,0,0,0,0,1,2,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1
"853",2,1,0,1,1,0,2,2,1,3,2,0,1,0,0,1,1,1,1,1,2,1,0,0,1,0,1,1,1,4,1,1,1,0
"854",1,1,1,1,0,0,0,3,1,3,2,0,1,0,1,1,0,2,0,1,0,1,1,0,0,0,1,1,1,2,1,0,1,0
"855",1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0
"856",1,1,0,1,0,0,2,1,1,0,1,0,1,0,1,1,2,2,1,0,1,1,0,0,0,0,0,1,1,2,2,1,1,0
"857",1,1,0,1,0,0,2,4,1,3,0,1,1,1,1,1,2,2,1,0,1,1,1,0,0,0,1,1,1,2,2,1,1,0
"858",0,0,0,1,0,0,0,2,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,3,1,0,0,0
"859",2,1,0,1,0,1,2,1,1,3,0,0,1,1,0,1,2,2,1,0,1,1,0,0,0,0,1,0,1,4,2,1,1,1
"860",1,1,1,0,0,0,0,4,1,3,2,1,1,1,0,0,2,2,1,0,2,1,0,1,1,1,1,1,1,4,1,1,1,0
"861",1,1,0,1,0,0,1,2,1,0,1,1,1,0,1,1,2,2,1,1,0,1,0,0,1,1,1,1,0,3,3,1,1,0
"862",1,1,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0
"863",2,1,1,1,1,0,1,3,1,3,1,1,1,1,1,0,2,2,1,1,2,0,1,0,0,0,1,1,1,2,2,1,1,0
"864",2,0,1,0,0,0,0,3,1,3,0,1,1,1,1,1,2,1,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1,1
"865",1,1,1,0,1,0,2,2,1,3,0,1,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866",0,1,0,1,1,0,2,2,1,0,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"867",2,1,1,0,0,0,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,4,3,1,1,1
"868",1,1,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,2,1,1,2,1,1,1,0,0,0,1,0,0,2,0,0,0
"869",2,1,1,0,1,1,2,1,1,3,0,1,1,1,0,1,1,2,1,0,0,1,0,1,0,0,1,0,1,2,1,1,0,0
"870",1,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,0,0,1,4,3,1,1,0
"871",1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,2,2,0,1,2,1,1,0,0,0,1,1,1,1,1,1,1,0
"872",0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,3,1,0,0
"873",1,1,1,1,1,0,2,2,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,0,1,0,1,1,1,0,0,1,1,0
"874",1,1,0,1,0,0,0,2,1,3,1,0,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,1,1,2,2,1,1,0
"875",1,1,1,1,0,0,2,1,1,0,2,1,1,1,0,1,1,2,0,1,2,1,1,0,0,0,1,1,1,3,2,0,0,0
"876",2,1,1,1,1,0,2,4,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1
"877",0,1,1,1,1,0,0,4,1,0,0,1,1,1,1,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,2,1,1,0
"878",2,1,0,1,0,0,0,3,1,3,1,1,1,0,1,1,2,0,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,0
"879",2,1,0,1,0,0,2,3,1,3,1,1,1,0,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,2,2,1,0,1
"880",2,0,0,0,1,0,1,1,1,3,0,1,1,1,1,1,0,2,0,1,2,0,1,1,0,0,0,1,1,0,0,1,1,0
"881",2,1,1,0,0,0,1,2,1,3,1,1,1,1,1,0,2,2,1,1,1,1,0,1,1,1,0,1,1,0,2,1,1,1
"882",2,0,1,1,1,0,1,4,1,3,0,1,1,1,0,1,2,2,1,1,2,1,0,0,0,0,1,1,1,4,1,1,1,1
"883",0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"884",0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1
"885",2,1,1,0,0,0,2,2,1,3,2,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,1,1,2,2,1,1,1
"886",2,1,1,0,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,3,2,1,1,0
"887",2,1,1,0,1,0,2,2,1,3,1,0,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,1,1,2,2,1,1,1
"888",2,1,0,1,0,0,2,0,1,3,0,1,1,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
"889",2,1,0,1,0,0,0,4,1,3,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,1,1,1,1,0,2,0,1,1
"890",1,0,0,1,0,0,0,2,1,0,1,0,1,0,1,1,2,0,1,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0
"891",2,1,0,0,0,0,1,0,1,3,1,0,1,1,1,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"892",2,1,1,1,0,0,1,2,1,3,0,1,0,0,0,0,0,1,1,0,2,1,1,1,0,0,1,1,1,0,2,1,1,0
"893",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1
"894",1,0,0,1,0,0,1,1,1,3,1,1,1,1,1,0,0,2,0,0,2,1,1,0,1,1,1,1,1,2,2,0,0,0
"895",0,1,0,0,1,0,0,4,1,3,0,0,1,1,0,1,2,2,0,0,1,0,1,0,0,0,1,1,1,2,1,0,1,0
"896",2,0,1,1,1,0,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1
"897",2,1,0,1,0,0,2,4,1,0,1,0,1,0,1,1,2,2,0,1,2,1,0,1,1,1,1,1,1,4,1,1,0,1
"898",0,0,0,1,0,0,1,2,0,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
"899",0,0,0,1,1,0,1,1,1,3,0,0,1,0,1,0,1,2,0,1,1,1,0,1,0,0,0,1,1,0,2,1,1,0
"900",2,0,0,0,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,0,1,1,0,0,1,1,1,1,1,4,2,1,1,1
"901",1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
"902",0,1,1,1,0,0,0,2,1,0,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,0,1,0,1,3,2,1,0,0
"903",2,1,1,0,1,0,2,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0
"904",1,1,0,1,1,0,2,3,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,2,2,1,1,0
"905",2,1,1,1,0,0,1,4,1,3,1,1,1,0,1,1,1,2,1,1,2,1,1,0,0,1,1,1,1,2,3,1,1,0
"906",1,1,0,1,0,0,2,0,1,3,1,0,1,1,1,0,1,0,0,1,2,1,0,0,1,0,0,0,1,1,1,1,1,1
"907",1,1,1,1,1,0,1,4,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,0,1,0,1,1,1,2,3,1,1,0
"908",2,1,1,1,0,1,1,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,1,1,1,0
"909",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,0,1,2,1,1,1,1,1,0,0,0,1,0,1,3,2,1,1,0
"910",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,1,0,1,0,0,0,1,1,1,0,2,1,0,0
"911",1,1,1,1,1,1,2,2,1,3,2,1,1,0,1,0,2,0,1,1,2,1,1,1,1,1,1,1,1,2,3,1,0,0
"912",1,0,1,1,0,0,0,3,0,3,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0
"913",0,1,1,1,0,0,1,3,1,3,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1
"914",0,0,1,1,0,0,2,3,1,0,1,1,1,0,0,1,1,2,1,0,1,1,1,1,0,0,1,1,1,2,2,1,1,1
"915",1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0
"916",2,1,1,1,1,0,2,3,1,3,2,1,1,1,1,1,2,2,1,1,2,0,1,0,1,1,0,1,1,4,3,1,1,1
"917",2,1,1,1,1,0,2,4,1,0,0,1,1,1,0,0,2,2,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,0
"918",1,1,0,1,0,0,1,1,0,3,1,1,1,0,0,1,2,1,0,1,2,1,1,1,1,1,0,1,1,2,2,1,1,0
"919",1,1,1,0,0,0,1,3,1,0,1,0,0,1,0,1,2,2,1,0,1,0,1,0,1,0,0,0,1,1,2,1,1,0
"920",0,1,1,1,1,0,2,4,1,3,1,1,1,1,0,0,2,2,0,0,2,1,0,1,0,0,1,1,1,2,1,1,1,0
"921",2,1,1,1,1,1,2,2,1,3,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,2,1,1,0
"922",2,1,0,1,0,0,2,2,1,3,0,1,1,0,1,0,1,2,0,1,2,1,0,1,0,0,1,1,1,1,2,1,0,0
"923",1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,0,1,1,0,2,2,1,1,0
"924",1,1,1,1,0,0,2,2,1,0,0,1,1,1,0,1,1,2,1,0,2,1,0,0,1,1,0,0,0,2,2,0,0,0
"925",0,1,0,0,0,0,1,2,1,3,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,2,1,0,1,0
"926",2,1,1,1,0,0,1,3,1,3,0,1,1,0,1,1,1,2,1,0,2,1,1,0,0,0,1,0,1,2,1,1,1,0
"927",2,1,1,1,1,0,2,4,1,3,0,1,1,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,4,3,1,1,1
"928",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,0,2,2,1,1,1,0,0,1,0,0,1,1,1,2,1,1,1,1
"929",2,0,1,1,1,0,2,1,1,3,0,1,1,1,1,1,1,2,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0
"930",1,1,0,0,0,0,1,4,0,3,1,1,1,0,1,1,2,2,1,0,2,0,1,1,0,0,1,1,1,4,1,1,1,1
"931",0,0,1,0,0,0,2,2,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,2,1,0,0
"932",0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0
"933",1,0,0,0,0,0,1,3,1,3,1,0,1,0,1,1,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0
"934",2,1,1,0,0,0,0,3,1,3,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
"935",2,1,1,1,0,0,2,2,1,3,0,0,1,0,0,1,0,2,0,0,1,1,1,1,0,0,0,1,1,0,3,1,1,1
"936",1,0,0,0,0,0,0,4,1,3,0,0,1,0,1,1,2,2,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
"937",2,1,0,1,0,0,2,3,1,3,0,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,0,1,1,3,3,1,0,1
"938",0,0,1,1,0,0,1,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0
"939",2,1,1,1,0,0,2,3,1,0,1,1,1,1,1,1,0,2,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,0
"940",1,1,1,1,0,0,2,3,1,3,0,0,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,1,1,2,1,1,1,0
"941",2,1,1,1,1,1,1,4,1,0,2,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,2,3,1,1,0
"942",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,3,3,1,1,0
"943",2,1,0,0,0,0,2,4,1,3,1,1,1,0,1,0,2,2,1,1,2,1,0,1,1,1,1,1,1,2,1,0,0,0
"944",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,4,3,1,1,1
"945",2,1,1,1,1,0,2,3,0,3,0,1,1,1,1,0,2,1,0,1,2,1,0,0,0,1,1,0,1,2,1,1,1,0
"946",0,1,1,1,0,0,0,4,1,0,0,0,1,1,0,0,0,2,1,1,0,0,1,1,0,1,1,1,1,3,1,1,0,1
"947",1,0,0,1,0,0,2,3,0,3,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,1,1,1,1,3,2,1,0,0
"948",1,1,0,0,1,1,2,4,1,3,1,1,1,1,0,0,0,2,1,0,1,1,1,0,1,0,1,1,0,3,3,1,1,0
"949",2,1,1,1,1,0,2,4,1,3,1,1,1,0,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,3,2,1,1,1
"950",1,1,0,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,0,1,0,0,0,1,1,4,2,1,1,1
"951",1,1,0,1,0,0,2,1,1,0,2,0,1,0,1,1,1,2,0,1,2,1,0,0,1,1,0,1,1,2,3,1,1,0
"952",1,0,1,1,1,0,2,3,1,3,1,1,0,1,1,0,1,2,0,1,1,1,0,0,0,1,1,1,1,2,1,1,1,0
"953",2,1,1,1,1,0,2,3,1,3,1,1,1,1,1,1,2,2,1,0,1,1,0,1,1,1,1,1,1,1,3,1,0,0
"954",1,1,0,0,1,1,2,3,1,3,1,1,1,0,1,1,1,2,1,0,2,1,1,0,0,0,1,0,1,2,1,1,1,1
"955",2,1,1,1,0,0,2,2,1,3,0,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,1,2,1,1,0
"956",1,1,1,1,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3,1,1,0
"957",1,1,0,0,0,0,2,1,0,0,1,1,1,1,1,1,2,2,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1
"958",1,0,0,1,1,0,1,4,1,0,0,0,0,1,0,1,1,2,1,1,2,1,0,0,0,1,0,0,1,1,3,1,0,0
"959",1,0,1,1,0,1,2,1,1,0,1,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,0,1,0,3,1,1,1,0
